Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
70416,Владичин Хан,18,,220,100,220,120,120,0,120,108,12
70416,Владичин Хан,19,,529,261,529,268,268,0,268,202,66
70416,Владичин Хан,20,,668,437,669,231,231,4,227,124,103
70416,Владичин Хан,21,,320,184,320,136,136,3,133,90,43
70416,Владичин Хан,22,,136,50,136,86,86,0,86,58,28
70416,Владичин Хан,23,,108,81,108,27,27,0,27,22,5
70416,Владичин Хан,24,,151,134,151,17,17,0,17,9,8
70416,Владичин Хан,25,,101,69,101,32,32,2,30,19,11
70416,Владичин Хан,26,,321,185,321,136,136,2,134,72,62
70416,Владичин Хан,27,,141,102,141,39,39,0,39,21,18
70416,Владичин Хан,28,,124,53,124,71,71,0,71,43,28
70416,Владичин Хан,29,,177,122,178,55,55,1,54,40,14
70416,Владичин Хан,30,,320,205,320,115,115,0,115,95,20
70416,Владичин Хан,31,,140,56,140,84,84,0,84,43,41
70416,Владичин Хан,32,,195,135,195,60,60,1,59,22,37
70416,Владичин Хан,33,,190,62,190,128,128,3,125,82,43
70416,Владичин Хан,34,,101,27,101,74,74,0,74,47,27
70416,Владичин Хан,35,,259,150,259,109,109,1,108,66,42
70416,Владичин Хан,36,,124,71,124,53,53,1,52,30,22
70416,Владичин Хан,37,,176,98,176,78,78,3,75,37,38
70416,Владичин Хан,38,,197,84,197,113,113,0,113,57,56
70416,Владичин Хан,39,,252,120,252,132,132,0,132,88,44
70416,Владичин Хан,40,,140,77,140,63,63,0,63,28,35
70416,Владичин Хан,41,,176,85,176,91,91,1,90,67,23
70416,Владичин Хан,42,,237,156,237,81,81,0,81,66,15
70416,Владичин Хан,43,,452,277,452,175,175,3,172,100,72
70416,Владичин Хан,44,,103,81,103,22,22,0,22,14,8
70416,Владичин Хан,45,,101,66,101,35,35,0,35,31,4
70416,Владичин Хан,46,,787,473,787,314,314,1,313,201,112
70416,Владичин Хан,47,,114,77,114,37,37,1,36,21,15
70416,Владичин Хан,48,,181,116,181,65,65,0,65,50,15
70416,Владичин Хан,49,,280,192,281,88,88,1,87,47,40
70416,Владичин Хан,50,,211,121,211,90,90,0,90,45,45
70416,Владичин Хан,51,,113,72,113,41,41,0,41,20,21
70416,Владичин Хан,52,,187,113,187,74,74,0,74,34,40
70416,Владичин Хан,53,,119,61,119,58,58,1,57,40,17
,Владичин Хан,,,18702,10434,18711,8268,8268,106,8162,4562,3600
70424,Власотинце,1,,698,353,698,345,345,5,340,232,108
70424,Власотинце,2,,606,287,606,319,319,4,315,222,93
70424,Власотинце,3,,882,489,882,393,393,3,390,263,127
70424,Власотинце,4,,657,266,657,391,391,2,389,179,210
70424,Власотинце,5,,813,425,813,388,388,5,383,249,134
70424,Власотинце,6,,374,155,374,219,219,3,216,95,121
70424,Власотинце,7,,664,284,664,380,380,17,363,207,156
70424,Власотинце,8,,362,164,362,198,198,5,193,82,111
70424,Власотинце,9,,469,217,469,252,252,6,246,119,127
70424,Власотинце,10,,616,315,616,301,301,3,298,169,129
70424,Власотинце,11,,840,447,840,393,393,0,393,303,90
70424,Власотинце,12,,927,572,928,355,355,4,351,252,99
70424,Власотинце,13,,1159,576,1159,583,583,8,575,403,172
70424,Власотинце,14,,814,415,814,399,399,8,391,204,187
70424,Власотинце,15,,951,556,951,395,395,7,388,270,118
70424,Власотинце,16,,867,490,867,377,377,5,372,265,107
70424,Власотинце,17,,537,246,537,291,291,0,291,223,68
70424,Власотинце,18,,149,55,149,94,94,0,94,76,18
70424,Власотинце,19,,862,433,862,429,429,2,427,314,113
70424,Власотинце,20,,454,239,454,215,215,3,212,156,56
70424,Власотинце,21,,258,194,258,64,64,0,64,60,4
70424,Власотинце,22,,200,120,201,80,80,0,80,70,10
70424,Власотинце,23,,181,106,181,75,75,3,72,63,9
70424,Власотинце,24,,413,295,413,118,118,1,117,96,21
70424,Власотинце,25,,784,403,784,381,381,3,378,314,64
70424,Власотинце,26,,578,365,578,213,213,0,213,177,36
70424,Власотинце,27,,626,390,626,236,236,6,230,190,40
70424,Власотинце,28,,666,292,666,374,374,2,372,300,72
70424,Власотинце,29,,398,229,398,169,169,2,167,141,26
70424,Власотинце,30,,519,191,519,328,328,2,326,215,111
70424,Власотинце,31,,739,373,739,366,366,4,362,272,90
70424,Власотинце,32,,748,347,748,401,401,3,398,315,83
70424,Власотинце,33,,408,209,408,199,199,3,196,151,45
70424,Власотинце,34,,325,166,325,159,159,1,158,130,28
70424,Власотинце,35,,166,85,166,81,81,3,78,39,39
70424,Власотинце,36,,197,95,197,102,102,2,100,91,9
70424,Власотинце,37,,470,301,470,169,169,3,166,153,13
70424,Власотинце,38,,144,84,144,60,60,0,60,49,11
70424,Власотинце,39,,290,143,290,147,147,2,145,97,48
70424,Власотинце,40,,187,126,187,61,61,2,59,47,12
70424,Власотинце,41,,603,254,603,349,349,5,344,276,68
70424,Власотинце,42,,145,87,145,58,58,0,58,52,6
70424,Власотинце,43,,244,151,244,93,93,0,93,75,18
70424,Власотинце,44,,148,120,148,28,28,0,28,21,7
70424,Власотинце,45,,161,84,161,77,77,0,77,59,18
70424,Власотинце,46,,319,213,319,106,106,1,105,84,21
70424,Власотинце,47,,127,85,127,42,42,1,41,28,13
70424,Власотинце,48,,100,36,100,64,64,0,64,57,7
70424,Власотинце,49,,348,181,348,167,167,3,164,126,38
70424,Власотинце,50,,143,61,141,82,82,0,82,55,27
70424,Власотинце,51,,165,110,165,55,55,0,55,53,2
70424,Власотинце,52,,224,145,224,79,79,1,78,63,15
70424,Власотинце,53,,112,48,112,64,64,1,63,37,26
70424,Власотинце,54,,162,34,162,128,128,4,124,123,1
70424,Власотинце,55,,162,93,162,69,69,0,69,64,5
70424,Власотинце,56,,197,128,197,69,69,2,67,45,22
70424,Власотинце,57,,264,141,263,123,123,2,121,84,37
70424,Власотинце,58,,248,188,249,60,60,0,60,40,20
,Власотинце,,,25870,13657,25870,12213,12213,152,12061,8595,3466
70432,Врање,1,,1134,582,1136,552,552,12,540,223,317
70432,Врање,2,,909,437,909,472,472,10,462,244,218
70432,Врање,3,,1703,860,1703,843,843,24,819,425,394
70432,Врање,4,,1622,888,1622,734,734,7,727,444,283
70432,Врање,5,,1573,877,1575,696,695,4,691,411,280
70432,Врање,6,,1589,898,1589,691,691,6,685,479,206
70432,Врање,7,,1673,759,1676,914,914,16,898,421,477
70432,Врање,8,,1743,800,1743,943,943,14,929,492,437
70432,Врање,9,,1597,868,1599,729,729,11,718,452,266
70432,Врање,10,,672,341,673,331,331,5,326,206,120
70432,Врање,11,,133,71,133,62,62,1,61,41,20
70432,Врање,12,,898,393,897,505,505,7,498,243,255
70432,Врање,13,,1628,753,1628,875,875,18,857,445,412
70432,Врање,14,,1570,768,1570,802,802,8,794,467,327
70432,Врање,15,,1238,640,1237,598,598,13,585,428,157
70432,Врање,16,,911,435,911,476,476,10,466,173,293
70432,Врање,17,,1088,529,1088,559,559,11,548,288,260
70432,Врање,18,,895,534,895,361,361,5,356,179,177
70432,Врање,19,,1430,652,1431,778,778,11,767,353,414
70432,Врање,20,,1072,504,1072,568,568,10,558,279,279
70432,Врање,21,,1323,719,1323,604,604,10,594,369,225
70432,Врање,22,,1770,833,1771,937,937,12,925,344,581
70432,Врање,23,,1255,569,1255,686,686,12,674,262,412
70432,Врање,24,,1526,791,1526,735,735,13,722,331,391
70432,Врање,25,,1394,943,1395,451,451,4,447,299,148
70432,Врање,26,,1207,701,1207,506,506,5,501,317,184
70432,Врање,27,,1547,857,1549,690,690,12,678,371,307
70432,Врање,28,,1642,884,1641,758,758,5,753,487,266
70432,Врање,29,,586,347,586,239,239,2,237,174,63
70432,Врање,30,,174,104,174,70,70,1,69,52,17
70432,Врање,31,,204,111,204,93,93,2,91,63,28
70432,Врање,32,,1401,611,1401,790,790,11,779,396,383
70432,Врање,33,,1096,543,1096,553,553,12,541,267,274
70432,Врање,34,,1349,668,1351,681,679,7,672,318,354
70432,Врање,35,,1283,680,1284,603,603,5,598,291,307
70432,Врање,36,,1813,996,1813,817,817,19,798,435,363
70432,Врање,37,,1063,571,1063,492,492,3,489,332,157
70432,Врање,38,,902,489,902,413,413,10,403,283,120
70432,Врање,39,,304,182,304,122,122,1,121,88,33
70432,Врање,40,,1175,624,1175,551,551,11,540,260,280
70432,Врање,41,,482,369,489,113,113,1,112,74,38
70432,Врање,42,,174,86,174,88,88,1,87,48,39
70432,Врање,43,,1064,609,1064,455,455,5,450,333,117
70432,Врање,44,,864,550,864,314,314,8,306,189,117
70432,Врање,45,,828,426,830,402,402,10,392,297,95
70432,Врање,46,,229,150,229,79,79,0,79,54,25
70432,Врање,47,,297,225,297,72,72,0,72,57,15
70432,Врање,48,,179,127,179,52,52,2,50,27,23
70432,Врање,49,,140,104,140,36,36,0,36,24,12
70432,Врање,50,,246,199,246,47,47,0,47,41,6
70432,Врање,51,,164,108,164,56,56,0,56,54,2
70432,Врање,52,,468,369,468,99,99,1,98,74,24
70432,Врање,53,,208,129,209,79,79,1,78,62,16
70432,Врање,54,,311,203,311,108,108,0,108,84,24
70432,Врање,55,,353,210,353,143,143,0,143,106,37
70432,Врање,56,,424,232,425,192,192,1,191,142,49
70432,Врање,57,,343,199,343,144,144,3,141,81,60
70432,Врање,58,,138,62,138,76,76,0,76,66,10
70432,Врање,59,,105,58,105,47,47,1,46,25,21
70432,Врање,60,,109,33,109,76,76,1,75,53,22
70432,Врање,61,,109,63,109,46,46,0,46,35,11
70432,Врање,62,,102,57,102,45,45,1,44,17,27
70432,Врање,63,,130,70,130,60,60,0,60,49,11
70432,Врање,64,,157,109,157,48,48,0,48,37,11
70432,Врање,65,,399,204,399,195,195,1,194,134,60
70432,Врање,66,,888,493,888,395,395,7,388,250,138
70432,Врање,67,,774,560,774,214,214,3,211,146,65
70432,Врање,68,,132,65,132,67,67,0,67,45,22
70432,Врање,69,,103,64,103,39,39,0,39,11,28
70432,Врање,70,,120,63,120,57,57,1,56,45,11
70432,Врање,71,,104,59,104,45,45,0,45,36,9
70432,Врање,72,,296,208,296,88,88,1,87,68,19
70432,Врање,73,,133,70,133,63,63,0,63,47,16
70432,Врање,74,,617,418,617,199,199,4,195,152,43
70432,Врање,75,,264,168,264,96,96,1,95,78,17
70432,Врање,76,,479,204,479,275,275,1,274,241,33
70432,Врање,77,,597,355,598,242,242,0,242,199,43
70432,Врање,78,,113,56,113,57,57,0,57,49,8
70432,Врање,79,,122,80,122,42,42,0,42,37,5
70432,Врање,80,,164,99,164,65,65,0,65,52,13
70432,Врање,81,,158,122,158,36,36,0,36,28,8
70432,Врање,82,,722,401,722,321,321,2,319,276,43
70432,Врање,83,,118,52,118,66,66,0,66,64,2
70432,Врање,84,,255,154,256,101,101,2,99,90,9
70432,Врање,85,,360,233,360,127,127,0,127,100,27
70432,Врање,86,,704,387,704,317,317,7,310,244,66
70432,Врање,87,,343,195,343,148,148,0,148,126,22
70432,Врање,88,,614,300,614,314,314,3,311,265,46
70432,Врање,89,,181,145,181,36,36,1,35,31,4
70432,Врање,90,,160,127,160,33,33,2,31,17,14
70432,Врање,91,,124,101,124,23,23,1,22,15,7
70432,Врање,92,,162,132,162,30,30,2,28,25,3
70432,Врање,93,,538,309,538,229,229,4,225,142,83
70432,Врање,94,,459,343,459,116,116,1,115,107,8
70432,Врање,95,,391,251,391,140,140,3,137,105,32
70432,Врање,96,,198,96,198,102,102,1,101,85,16
70432,Врање,97,,270,145,270,125,125,0,125,86,39
70432,Врање,98,,400,205,400,195,195,1,194,128,66
70432,Врање,99,,228,170,228,58,58,1,57,48,9
70432,Врање,100,,904,662,905,242,242,1,241,162,79
70432,Врање,101,,156,108,156,48,48,0,48,29,19
70432,Врање,102,,622,362,623,260,260,1,259,190,69
70432,Врање,103,,458,221,458,237,237,0,237,198,39
70432,Врање,104,,638,433,638,205,205,3,202,145,57
70432,Врање,105,,188,111,188,77,77,1,76,50,26
70432,Врање,106,,140,80,140,60,60,1,59,53,6
70432,Врање,107,,854,594,854,260,260,1,259,199,60
,Врање,,,71366,39164,71396,32202,32199,454,31745,19059,12686
70459,Врњачка Бања,1,,478,291,478,187,187,4,183,96,87
70459,Врњачка Бања,2,,728,400,728,328,328,3,325,178,147
70459,Врњачка Бања,3,,209,96,209,113,113,0,113,84,29
70459,Врњачка Бања,4,,1271,642,1271,629,629,4,625,336,289
70459,Врњачка Бања,5,,688,342,688,346,346,8,338,187,151
70459,Врњачка Бања,6,,636,276,636,360,360,6,354,171,183
70459,Врњачка Бања,7,,801,427,801,374,373,4,369,188,181
70459,Врњачка Бања,8,,874,387,874,487,487,11,476,200,276
70459,Врњачка Бања,9,,1013,523,1013,490,490,7,483,223,260
70459,Врњачка Бања,10,,958,539,958,419,419,2,417,208,209
70459,Врњачка Бања,11,,965,472,965,493,493,9,484,229,255
70459,Врњачка Бања,12,,930,462,930,468,468,7,461,225,236
70459,Врњачка Бања,13,,731,370,731,361,361,8,353,148,205
70459,Врњачка Бања,14,,728,392,728,336,336,7,329,207,122
70459,Врњачка Бања,15,,631,326,631,305,305,3,302,150,152
70459,Врњачка Бања,16,,948,454,948,494,494,9,485,301,184
70459,Врњачка Бања,17,,682,377,682,305,305,5,300,168,132
70459,Врњачка Бања,18,,290,174,290,116,116,0,116,83,33
70459,Врњачка Бања,19,,116,69,116,47,47,0,47,40,7
70459,Врњачка Бања,20,,398,205,398,193,193,3,190,120,70
70459,Врњачка Бања,21,,323,228,323,95,95,1,94,37,57
70459,Врњачка Бања,22,,393,179,393,214,214,4,210,107,103
70459,Врњачка Бања,23,,255,129,255,126,126,3,123,74,49
70459,Врњачка Бања,24,,207,83,207,124,124,1,123,92,31
70459,Врњачка Бања,25,,849,448,849,401,401,1,400,231,169
70459,Врњачка Бања,26,,901,514,901,387,387,4,383,218,165
70459,Врњачка Бања,27,,479,221,479,258,258,2,256,145,111
70459,Врњачка Бања,28,,1288,799,1288,489,489,11,478,348,130
70459,Врњачка Бања,29,,417,218,417,199,199,6,193,97,96
70459,Врњачка Бања,30,,366,165,366,201,201,1,200,95,105
70459,Врњачка Бања,31,,450,205,450,245,245,1,244,180,64
70459,Врњачка Бања,32,,622,311,622,311,311,9,302,164,138
70459,Врњачка Бања,33,,627,337,627,290,290,2,288,167,121
70459,Врњачка Бања,34,,325,98,325,227,227,1,226,155,71
70459,Врњачка Бања,35,,1361,744,1361,617,617,14,603,360,243
70459,Врњачка Бања,36,,693,404,693,289,289,9,280,155,125
70459,Врњачка Бања,37,,607,268,607,339,339,3,336,220,116
70459,Врњачка Бања,38,,357,182,355,175,174,0,174,119,55
,Врњачка Бања,,,24595,12757,24593,11838,11836,173,11663,6506,5157
70467,Гаџин Хан,1,,360,257,360,103,103,4,99,59,40
70467,Гаџин Хан,2,,540,340,540,200,200,2,198,100,98
70467,Гаџин Хан,3,,361,222,361,139,139,2,137,77,60
70467,Гаџин Хан,4,,323,171,323,152,152,4,148,92,56
70467,Гаџин Хан,5,,161,81,161,80,80,0,80,55,25
70467,Гаџин Хан,6,,319,194,319,125,125,1,124,88,36
70467,Гаџин Хан,7,,296,201,296,95,95,0,95,61,34
70467,Гаџин Хан,8,,381,219,381,162,162,3,159,127,32
70467,Гаџин Хан,9,,131,66,131,65,65,2,63,45,18
70467,Гаџин Хан,10,,209,69,209,140,140,2,138,82,56
70467,Гаџин Хан,11,,469,239,469,230,230,4,226,150,76
70467,Гаџин Хан,12,,322,171,322,151,151,1,150,123,27
70467,Гаџин Хан,13,,163,72,163,91,91,2,89,71,18
70467,Гаџин Хан,14,,300,137,300,163,163,4,159,123,36
70467,Гаџин Хан,15,,179,59,179,120,120,1,119,94,25
70467,Гаџин Хан,16,,105,62,105,43,43,1,42,24,18
70467,Гаџин Хан,17,,170,97,170,73,73,2,71,57,14
70467,Гаџин Хан,18,,284,166,284,118,118,1,117,63,54
70467,Гаџин Хан,19,,236,153,237,83,83,1,82,53,29
70467,Гаџин Хан,20,,202,94,202,108,108,3,105,78,27
70467,Гаџин Хан,21,,189,99,189,90,90,1,89,58,31
70467,Гаџин Хан,22,,339,224,339,115,115,2,113,88,25
70467,Гаџин Хан,23,,135,54,135,81,81,1,80,49,31
70467,Гаџин Хан,24,,283,143,283,140,140,3,137,98,39
70467,Гаџин Хан,25,,222,151,222,71,71,2,69,54,15
70467,Гаџин Хан,26,,238,144,238,94,94,4,90,58,32
70467,Гаџин Хан,27,,251,159,251,92,92,1,91,71,20
70467,Гаџин Хан,28,,385,201,385,184,184,3,181,160,21
70467,Гаџин Хан,29,,280,218,280,62,62,0,62,43,19
70467,Гаџин Хан,30,,287,196,287,91,91,3,88,74,14
70467,Гаџин Хан,31,,135,78,135,57,57,2,55,44,11
70467,Гаџин Хан,32,,271,169,271,102,102,0,102,77,25
70467,Гаџин Хан,33,,177,92,176,85,85,2,83,49,34
70467,Гаџин Хан,34,,233,161,233,72,72,0,72,54,18
70467,Гаџин Хан,35,,252,167,252,85,85,6,79,41,38
,Гаџин Хан,,,9188,5326,9188,3862,3862,70,3792,2640,1152
70475,Голубац,1,,485,240,485,245,245,11,234,101,133
70475,Голубац,2,,396,157,396,239,239,4,235,98,137
70475,Голубац,3,,404,194,404,210,210,0,210,126,84
70475,Голубац,4,,394,156,394,238,238,4,234,115,119
70475,Голубац,5,,276,154,276,122,122,1,121,73,48
70475,Голубац,6,,291,135,291,156,156,5,151,79,72
70475,Голубац,7,,356,159,356,197,197,5,192,113,79
70475,Голубац,8,,242,116,242,126,126,5,121,70,51
70475,Голубац,9,,183,84,183,99,99,1,98,59,39
70475,Голубац,10,,243,109,243,134,134,3,131,52,79
70475,Голубац,11,,198,131,198,67,67,3,64,23,41
70475,Голубац,12,,269,155,269,114,114,6,108,36,72
70475,Голубац,13,,265,145,265,120,120,1,119,68,51
70475,Голубац,14,,281,133,281,148,148,2,146,100,46
70475,Голубац,15,,382,240,382,142,142,7,135,77,58
70475,Голубац,16,,474,281,474,193,193,3,190,122,68
70475,Голубац,17,,317,171,317,146,146,5,141,60,81
70475,Голубац,18,,319,129,319,190,190,4,186,112,74
70475,Голубац,19,,466,242,466,224,224,1,223,147,76
70475,Голубац,20,,239,93,239,146,146,1,145,76,69
70475,Голубац,21,,281,164,281,117,117,2,115,65,50
70475,Голубац,22,,287,163,287,124,124,1,123,71,52
70475,Голубац,23,,495,197,495,298,298,4,294,151,143
70475,Голубац,24,,405,142,405,263,263,3,260,102,158
70475,Голубац,25,,312,107,312,205,205,0,205,78,127
70475,Голубац,26,,293,152,293,141,141,2,139,88,51
70475,Голубац,27,,328,186,328,142,142,2,140,90,50
70475,Голубац,28,,241,112,241,129,129,4,125,44,81
70475,Голубац,29,,241,105,241,136,136,4,132,62,70
70475,Голубац,30,,150,71,150,79,79,1,78,41,37
,Голубац,,,9513,4623,9513,4890,4890,95,4795,2499,2296
70483,Горњи Милановац,1,,583,354,583,229,229,3,226,113,113
70483,Горњи Милановац,2,,254,129,254,125,125,0,125,79,46
70483,Горњи Милановац,3,,622,381,622,241,241,1,240,107,133
70483,Горњи Милановац,4,,183,77,183,106,106,2,104,68,36
70483,Горњи Милановац,5,,802,370,802,432,432,4,428,215,213
70483,Горњи Милановац,6,,356,219,356,137,137,1,136,48,88
70483,Горњи Милановац,7,,518,291,518,227,227,2,225,83,142
70483,Горњи Милановац,8,,620,372,620,248,248,2,246,105,141
70483,Горњи Милановац,9,,319,195,319,124,124,4,120,57,63
70483,Горњи Милановац,10,,234,150,234,84,84,1,83,32,51
70483,Горњи Милановац,11,,201,91,201,110,110,1,109,45,64
70483,Горњи Милановац,12,,135,54,135,81,81,1,80,44,36
70483,Горњи Милановац,13,,169,93,169,76,76,1,75,31,44
70483,Горњи Милановац,14,,267,98,267,169,169,2,167,95,72
70483,Горњи Милановац,15,,318,116,318,202,202,1,201,87,114
70483,Горњи Милановац,16,,414,191,414,223,223,3,220,93,127
70483,Горњи Милановац,17,,506,345,506,161,161,2,159,92,67
70483,Горњи Милановац,18,,215,107,215,108,108,2,106,65,41
70483,Горњи Милановац,19,,493,225,493,268,268,5,263,123,140
70483,Горњи Милановац,20,,268,120,268,148,148,5,143,69,74
70483,Горњи Милановац,21,,117,43,117,74,74,2,72,39,33
70483,Горњи Милановац,22,,958,419,958,539,539,7,532,233,299
70483,Горњи Милановац,23,,416,217,416,199,199,4,195,98,97
70483,Горњи Милановац,24,,121,55,121,66,66,1,65,44,21
70483,Горњи Милановац,25,,335,208,335,127,127,0,127,46,81
70483,Горњи Милановац,26,,146,50,146,96,96,3,93,42,51
70483,Горњи Милановац,27,,203,112,203,91,91,1,90,47,43
70483,Горњи Милановац,28,,250,139,250,111,111,6,105,61,44
70483,Горњи Милановац,29,,302,156,302,146,146,1,145,86,59
70483,Горњи Милановац,30,,107,39,107,68,68,1,67,33,34
70483,Горњи Милановац,31,,297,148,297,149,149,4,145,65,80
70483,Горњи Милановац,32,,400,204,400,196,196,6,190,89,101
70483,Горњи Милановац,33,,618,326,618,292,292,10,282,130,152
70483,Горњи Милановац,34,,267,156,267,111,111,2,109,55,54
70483,Горњи Милановац,35,,341,174,341,167,167,3,164,83,81
70483,Горњи Милановац,36,,126,47,126,79,79,0,79,42,37
70483,Горњи Милановац,37,,1558,696,1558,862,860,22,838,374,464
70483,Горњи Милановац,38,,504,285,504,219,219,4,215,110,105
70483,Горњи Милановац,39,,394,236,394,158,158,0,158,64,94
70483,Горњи Милановац,40,,1275,758,1275,517,517,6,511,293,218
70483,Горњи Милановац,41,,1053,496,1053,557,557,7,550,259,291
70483,Горњи Милановац,42,,711,405,711,306,306,6,300,148,152
70483,Горњи Милановац,43,,295,150,295,145,145,3,142,55,87
70483,Горњи Милановац,44,,632,376,632,256,256,7,249,120,129
70483,Горњи Милановац,45,,903,514,903,389,389,5,384,164,220
70483,Горњи Милановац,46,,1118,629,1118,489,489,3,486,211,275
70483,Горњи Милановац,47,,510,241,510,269,269,14,255,119,136
70483,Горњи Милановац,48,,132,41,132,91,91,1,90,53,37
70483,Горњи Милановац,49,,207,93,207,114,114,0,114,61,53
70483,Горњи Милановац,50,,238,136,238,102,102,2,100,63,37
70483,Горњи Милановац,51,,212,108,212,104,104,0,104,54,50
70483,Горњи Милановац,52,,270,133,270,137,137,3,134,58,76
70483,Горњи Милановац,53,,205,130,205,75,75,3,72,51,21
70483,Горњи Милановац,54,,1853,802,1853,1051,1051,20,1031,362,669
70483,Горњи Милановац,55,,1624,750,1624,874,874,16,858,301,557
70483,Горњи Милановац,56,,1745,918,1745,827,827,12,815,310,505
70483,Горњи Милановац,57,,1231,539,1231,692,692,13,679,218,461
70483,Горњи Милановац,58,,1119,469,1119,650,649,13,636,264,372
70483,Горњи Милановац,59,,1053,442,1053,611,611,13,598,235,363
70483,Горњи Милановац,60,,1565,697,1565,868,868,28,840,334,506
70483,Горњи Милановац,61,,1189,553,1189,636,636,12,624,249,375
70483,Горњи Милановац,62,,560,324,560,236,236,5,231,90,141
70483,Горњи Милановац,63,,1376,696,1376,680,680,6,674,319,355
70483,Горњи Милановац,64,,1092,527,1092,565,565,10,555,266,289
70483,Горњи Милановац,65,,1108,459,1108,649,649,20,629,221,408
70483,Горњи Милановац,66,,1219,584,1219,635,635,10,625,232,393
70483,Горњи Милановац,67,,969,446,969,523,523,14,509,187,322
,Горњи Милановац,,,40401,20104,40401,20297,20294,372,19922,8689,11233
70491,Деспотовац,1,,478,321,478,157,157,3,154,64,90
70491,Деспотовац,2,,399,288,399,111,111,0,111,67,44
70491,Деспотовац,3,,538,303,538,235,235,9,226,157,69
70491,Деспотовац,4,,440,267,440,173,173,2,171,55,116
70491,Деспотовац,5,,548,346,548,202,202,1,201,114,87
70491,Деспотовац,6,,745,439,745,306,306,10,296,134,162
70491,Деспотовац,7,,678,402,678,276,276,4,272,109,163
70491,Деспотовац,8,,926,507,926,419,419,15,404,217,187
70491,Деспотовац,9,,655,466,655,189,189,1,188,56,132
70491,Деспотовац,10,,445,257,445,188,188,3,185,55,130
70491,Деспотовац,11,,551,301,551,250,250,11,239,159,80
70491,Деспотовац,12,,900,506,901,394,394,5,389,189,200
70491,Деспотовац,13,,632,328,632,304,304,7,297,170,127
70491,Деспотовац,14,,655,338,656,317,317,8,309,148,161
70491,Деспотовац,15,,563,283,563,280,280,5,275,131,144
70491,Деспотовац,16,,696,383,697,313,313,6,307,148,159
70491,Деспотовац,17,,742,431,742,311,311,5,306,163,143
70491,Деспотовац,18,,683,510,683,173,173,3,170,74,96
70491,Деспотовац,19,,651,501,651,150,150,8,142,85,57
70491,Деспотовац,20,,376,248,376,128,128,4,124,62,62
70491,Деспотовац,21,,489,300,489,189,189,2,187,110,77
70491,Деспотовац,22,,520,322,520,198,198,2,196,139,57
70491,Деспотовац,23,,514,359,514,155,155,1,154,95,59
70491,Деспотовац,24,,593,405,593,188,188,3,185,126,59
70491,Деспотовац,25,,544,323,544,221,221,10,211,117,94
70491,Деспотовац,26,,506,306,506,200,200,5,195,92,103
70491,Деспотовац,27,,578,300,578,278,278,5,273,158,115
70491,Деспотовац,28,,501,251,501,250,250,2,248,166,82
70491,Деспотовац,29,,532,316,532,216,216,6,210,111,99
70491,Деспотовац,30,,484,282,484,202,202,6,196,115,81
70491,Деспотовац,31,,539,294,539,245,245,6,239,172,67
70491,Деспотовац,32,,578,327,578,251,251,6,245,166,79
70491,Деспотовац,33,,313,183,313,130,130,2,128,88,40
70491,Деспотовац,34,,364,223,364,141,141,2,139,101,38
70491,Деспотовац,35,,720,352,720,368,368,3,365,236,129
70491,Деспотовац,36,,721,272,721,449,449,2,447,283,164
70491,Деспотовац,37,,692,354,692,338,338,6,332,222,110
70491,Деспотовац,38,,964,578,963,386,386,4,382,208,174
70491,Деспотовац,39,,155,99,155,56,56,0,56,31,25
70491,Деспотовац,40,,703,467,703,236,236,3,233,133,100
70491,Деспотовац,41,,515,253,515,262,262,9,253,153,100
70491,Деспотовац,42,,793,473,793,320,320,5,315,176,139
70491,Деспотовац,43,,653,332,653,321,321,4,317,171,146
70491,Деспотовац,44,,386,223,386,163,163,3,160,111,49
,Деспотовац,,,25658,15019,25660,10639,10639,207,10432,5837,4595
70505,Димитровград,1,,1255,660,1255,595,595,13,582,220,362
70505,Димитровград,2,,1777,953,1777,824,824,14,810,309,501
70505,Димитровград,3,,1557,743,1557,814,814,14,800,250,550
70505,Димитровград,4,,1320,700,1320,620,620,25,595,181,414
70505,Димитровград,5,,351,159,351,192,192,8,184,81,103
70505,Димитровград,6,,1183,610,1183,573,573,7,566,332,234
70505,Димитровград,7,,676,358,676,318,318,5,313,176,137
70505,Димитровград,8,,233,130,233,103,103,4,99,47,52
70505,Димитровград,9,,192,86,192,106,106,4,102,36,66
70505,Димитровград,10,,138,91,138,47,47,1,46,31,15
70505,Димитровград,11,,183,121,183,62,62,1,61,29,32
70505,Димитровград,12,,182,137,182,45,45,1,44,22,22
70505,Димитровград,13,,139,103,139,36,36,0,36,15,21
70505,Димитровград,14,,164,72,164,92,92,5,87,45,42
70505,Димитровград,15,,240,137,240,103,103,4,99,19,80
70505,Димитровград,16,,160,97,160,63,63,0,63,26,37
70505,Димитровград,17,,151,125,151,26,26,0,26,22,4
,Димитровград,,,9901,5282,9901,4619,4619,106,4513,1841,2672
70513,Дољевац,1,,525,279,525,246,246,1,245,171,74
70513,Дољевац,2,,478,208,478,270,270,3,267,166,101
70513,Дољевац,3,,572,263,572,309,309,10,299,189,110
70513,Дољевац,4,,400,179,400,221,221,5,216,84,132
70513,Дољевац,5,,367,166,367,201,201,2,199,111,88
